_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,category,category:confidence,image_broken,image_broken:confidence,category_gold,image_broken_gold,image_url,number,tag_1,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,val_1,val_10,val_11,val_12,val_13,val_14,val_15,val_16,val_17,val_2,val_3,val_4,val_5,val_6,val_7,val_8,val_9
716865714,FALSE,finalized,3,5/7/15 11:36,none,0.7,,1,,,https://t.pimg.jp/005/444/697/1/5444697.jpg,5444697,chip,,,,,,,,,gratuity,tip,,,,,,,9634-686364,,,,,,,,,9634-691907,9634-704435,,,,,,
716865715,FALSE,finalized,3,5/7/15 13:06,8699-690173,0.7,,1,,,https://t.pimg.jp/005/447/700/1/5447700.jpg,5447700,fast food,,,,,,,,,fast-food,,,,,,,,8699-690173,,,,,,,,,8699-690177,,,,,,,
716865716,FALSE,finalized,3,5/7/15 10:16,19544-680754,1,,1,,,https://t.pimg.jp/005/447/700/1/5447700.jpg,5447700,eats,,,,,,,,,food,foodstuff,nourishing,,,,,,19544-689226,,,,,,,,,19544-680754,19544-690822,19544-696944,,,,,
716865717,FALSE,finalized,3,5/7/15 12:39,19544-680754,1,,1,,,https://t.pimg.jp/005/451/054/1/5451054.jpg,5451054,eats,,,,,,,,,food,foodstuff,nourishing,,,,,,19544-689226,,,,,,,,,19544-680754,19544-690822,19544-696944,,,,,
716865718,FALSE,finalized,3,5/7/15 9:33,3020-694955,0.6562,,1,,,https://t.pimg.jp/005/452/457/1/5452457.jpg,5452457,circumstances,,,,,,,,,livelihood,living,subsistence,,,,,,3020-713775,,,,,,,,,3020-694948,3020-694955,3020-720058,,,,,
716865719,FALSE,finalized,3,5/7/15 14:29,27355-792633,0.6774,,1,,,https://t.pimg.jp/005/453/349/1/5453349.jpg,5453349,face down,,,,,,,,,prone position,,,,,,,,27355-792633,,,,,,,,,27355-1587310,,,,,,,
716865720,FALSE,finalized,3,5/7/15 11:27,1431-683438,1,,1,,,https://t.pimg.jp/005/453/601/1/5453601.jpg,5453601,ascending,,,,,,,,,climbing,promotion,rise,rising,,,,,1431-683438,,,,,,,,,1431-686619,1431-681614,1431-700385,1431-700389,,,,
716865721,FALSE,finalized,3,5/7/15 10:36,3129-682123,1,,1,,,https://t.pimg.jp/005/459/011/1/5459011.jpg,5459011,earthenware pot,,,,,,,,,jar,jug,tortoise,turtle,urn,vase,vat,,3129-728835,,,,,,,,,3129-693945,3129-694068,3129-704613,3129-682123,3129-705432,3129-705536,3129-705541,
716865722,FALSE,finalized,3,5/7/15 12:58,19855-702258,1,,1,,,https://t.pimg.jp/005/466/217/1/5466217.jpg,5466217,snowflake,,,,,,,,,snowflakes,,,,,,,,19855-681890,,,,,,,,,19855-702258,,,,,,,
716865723,FALSE,finalized,3,5/7/15 9:15,23549-689307,1,,1,,,https://t.pimg.jp/005/468/591/1/5468591.jpg,5468591,aubergine,,,,,,,,,eggplant,,,,,,,,23549-683611,,,,,,,,,23549-689307,,,,,,,
716865724,FALSE,finalized,3,5/7/15 10:31,21436-679633,0.6875,,1,,,https://t.pimg.jp/005/470/647/1/5470647.jpg,5470647,cry,,,,,,,,,cry out,scream,screaming,shout,shouting,yell,yelling,,21436-687786,,,,,,,,,21436-687787,21436-679473,21436-679474,21436-679491,21436-679492,21436-679633,21436-706735,
716865725,FALSE,finalized,3,5/7/15 12:52,8699-690173,1,,1,,,https://t.pimg.jp/005/479/271/1/5479271.jpg,5479271,fast food,,,,,,,,,fast-food,,,,,,,,8699-690173,,,,,,,,,8699-690177,,,,,,,
716865726,FALSE,finalized,3,5/7/15 9:31,44741-795792,1,,1,,,https://t.pimg.jp/005/481/932/1/5481932.jpg,5481932,hair salon,,,,,,,,,hair-salon,,,,,,,,44741-795792,,,,,,,,,44741-692204,,,,,,,
716865727,FALSE,finalized,3,5/7/15 13:29,3129-704613,0.6873,,1,,,https://t.pimg.jp/005/481/970/1/5481970.jpg,5481970,earthenware pot,,,,,,,,,jar,jug,tortoise,turtle,urn,vase,vat,,3129-728835,,,,,,,,,3129-693945,3129-694068,3129-704613,3129-682123,3129-705432,3129-705536,3129-705541,
716865728,FALSE,finalized,3,5/7/15 13:39,21436-706735,0.3548,,1,,,https://t.pimg.jp/005/494/167/1/5494167.jpg,5494167,cry,,,,,,,,,cry out,scream,screaming,shout,shouting,yell,yelling,,21436-687786,,,,,,,,,21436-687787,21436-679473,21436-679474,21436-679491,21436-679492,21436-679633,21436-706735,
716865729,FALSE,finalized,3,5/7/15 9:35,61772-678986,1,,1,,,https://t.pimg.jp/005/494/167/1/5494167.jpg,5494167,be glad,,,,,,,,,delighted,happy,pleased,,,,,,61772-1032005,,,,,,,,,61772-680484,61772-678986,61772-681560,,,,,
716865730,FALSE,finalized,3,5/7/15 14:10,3129-704613,0.6452,,1,,,https://t.pimg.jp/005/494/207/1/5494207.jpg,5494207,earthenware pot,,,,,,,,,jar,jug,tortoise,turtle,urn,vase,vat,,3129-728835,,,,,,,,,3129-693945,3129-694068,3129-704613,3129-682123,3129-705432,3129-705536,3129-705541,
716865731,FALSE,finalized,3,5/7/15 13:08,none,0.3438,,1,,,https://t.pimg.jp/005/494/741/1/5494741.jpg,5494741,mail,,,,,,,,,post,postal service,,,,,,,6513-681207,,,,,,,,,6513-681582,6513-707268,,,,,,
716865732,FALSE,finalized,3,5/7/15 10:16,none,1,,1,,,https://t.pimg.jp/005/494/743/1/5494743.jpg,5494743,mail,,,,,,,,,post,postal service,,,,,,,6513-681207,,,,,,,,,6513-681582,6513-707268,,,,,,
716865733,FALSE,finalized,3,5/7/15 9:48,49542-681838,0.6875,,1,,,https://t.pimg.jp/005/497/249/1/5497249.jpg,5497249,shorthair,,,,,,,,,short hair,short-hair,,,,,,,49542-717463,,,,,,,,,49542-681838,49542-758449,,,,,,
716865734,FALSE,finalized,3,5/7/15 10:13,1431-700389,1,,1,,,https://t.pimg.jp/005/500/098/1/5500098.jpg,5500098,ascending,,,,,,,,,climbing,promotion,rise,rising,,,,,1431-683438,,,,,,,,,1431-686619,1431-681614,1431-700385,1431-700389,,,,
716865735,FALSE,finalized,3,5/7/15 10:17,7289-697827,1,,1,,,https://t.pimg.jp/005/503/067/1/5503067.jpg,5503067,bell-pepper,,,,,,,,,paprica,paprika,paprikas,,,,,,7289-764678,,,,,,,,,7289-726231,7289-697827,7289-752513,,,,,
716865736,FALSE,finalized,3,5/7/15 11:35,19855-702258,1,,1,,,https://t.pimg.jp/005/505/709/1/5505709.jpg,5505709,snowflake,,,,,,,,,snowflakes,,,,,,,,19855-681890,,,,,,,,,19855-702258,,,,,,,
716865737,FALSE,finalized,3,5/7/15 12:17,19855-702258,1,,1,,,https://t.pimg.jp/005/505/712/1/5505712.jpg,5505712,snowflake,,,,,,,,,snowflakes,,,,,,,,19855-681890,,,,,,,,,19855-702258,,,,,,,
716865738,FALSE,finalized,3,5/7/15 10:00,19855-702258,1,,1,,,https://t.pimg.jp/005/506/385/1/5506385.jpg,5506385,snowflake,,,,,,,,,snowflakes,,,,,,,,19855-681890,,,,,,,,,19855-702258,,,,,,,
716865739,FALSE,finalized,3,5/7/15 10:44,7289-764678,0.6562,,1,,,https://t.pimg.jp/005/517/923/1/5517923.jpg,5517923,bell-pepper,,,,,,,,,paprica,paprika,paprikas,,,,,,7289-764678,,,,,,,,,7289-726231,7289-697827,7289-752513,,,,,
716865740,FALSE,finalized,3,5/7/15 9:43,8699-690173,0.6562,,1,,,https://t.pimg.jp/005/529/680/1/5529680.jpg,5529680,fast food,,,,,,,,,fast-food,,,,,,,,8699-690173,,,,,,,,,8699-690177,,,,,,,
716865741,FALSE,finalized,3,5/7/15 9:23,98358-1602634,0.6774,,1,,,https://t.pimg.jp/005/533/633/1/5533633.jpg,5533633,african,,,,,,,,,african person,africans,,,,,,,98358-679932,,,,,,,,,98358-1602634,98358-719024,,,,,,
716865742,FALSE,finalized,3,5/7/15 10:58,98358-679932,1,,1,,,https://t.pimg.jp/005/533/634/1/5533634.jpg,5533634,african,,,,,,,,,african person,africans,,,,,,,98358-679932,,,,,,,,,98358-1602634,98358-719024,,,,,,
716865743,FALSE,finalized,3,5/7/15 10:02,98358-1602634,1,,1,,,https://t.pimg.jp/005/533/638/1/5533638.jpg,5533638,african,,,,,,,,,african person,africans,,,,,,,98358-679932,,,,,,,,,98358-1602634,98358-719024,,,,,,
716865744,FALSE,finalized,3,5/7/15 10:09,98358-679932,0.6333,,1,,,https://t.pimg.jp/005/533/639/1/5533639.jpg,5533639,african,,,,,,,,,african person,africans,,,,,,,98358-679932,,,,,,,,,98358-1602634,98358-719024,,,,,,
716865745,FALSE,finalized,3,5/7/15 13:50,98358-719024,1,,1,,,https://t.pimg.jp/005/533/643/1/5533643.jpg,5533643,african,,,,,,,,,african person,africans,,,,,,,98358-679932,,,,,,,,,98358-1602634,98358-719024,,,,,,
716865746,FALSE,finalized,3,5/7/15 11:25,98358-1602634,1,,1,,,https://t.pimg.jp/005/533/646/1/5533646.jpg,5533646,african,,,,,,,,,african person,africans,,,,,,,98358-679932,,,,,,,,,98358-1602634,98358-719024,,,,,,
716865747,FALSE,finalized,3,5/7/15 12:16,98358-1602634,0.6897,,1,,,https://t.pimg.jp/005/533/647/1/5533647.jpg,5533647,african,,,,,,,,,african person,africans,,,,,,,98358-679932,,,,,,,,,98358-1602634,98358-719024,,,,,,
716865748,FALSE,finalized,3,5/7/15 9:39,98358-679932,1,,1,,,https://t.pimg.jp/005/533/648/1/5533648.jpg,5533648,african,,,,,,,,,african person,africans,,,,,,,98358-679932,,,,,,,,,98358-1602634,98358-719024,,,,,,
716865749,FALSE,finalized,3,5/7/15 11:09,98358-1602634,1,,1,,,https://t.pimg.jp/005/533/649/1/5533649.jpg,5533649,african,,,,,,,,,african person,africans,,,,,,,98358-679932,,,,,,,,,98358-1602634,98358-719024,,,,,,
716865750,FALSE,finalized,3,5/7/15 11:18,98358-719024,1,,1,,,https://t.pimg.jp/005/533/651/1/5533651.jpg,5533651,african,,,,,,,,,african person,africans,,,,,,,98358-679932,,,,,,,,,98358-1602634,98358-719024,,,,,,
716865751,FALSE,finalized,3,5/7/15 12:38,98358-1602634,0.6897,,1,,,https://t.pimg.jp/005/533/653/1/5533653.jpg,5533653,african,,,,,,,,,african person,africans,,,,,,,98358-679932,,,,,,,,,98358-1602634,98358-719024,,,,,,
716865752,FALSE,finalized,3,5/7/15 12:01,98358-719024,0.6667,,1,,,https://t.pimg.jp/005/533/654/1/5533654.jpg,5533654,african,,,,,,,,,african person,africans,,,,,,,98358-679932,,,,,,,,,98358-1602634,98358-719024,,,,,,
716865753,FALSE,finalized,3,5/7/15 10:50,27355-792633,1,,1,,,https://t.pimg.jp/005/537/326/1/5537326.jpg,5537326,face down,,,,,,,,,prone position,,,,,,,,27355-792633,,,,,,,,,27355-1587310,,,,,,,
716865754,FALSE,finalized,3,5/7/15 11:53,18057-705952,1,,1,,,https://t.pimg.jp/005/539/658/1/5539658.jpg,5539658,investigate,,,,,,,,,wash,washing,,,,,,,18057-693794,,,,,,,,,18057-705942,18057-705952,,,,,,
716865755,FALSE,finalized,3,5/7/15 9:18,44741-795792,1,,1,,,https://t.pimg.jp/005/539/658/1/5539658.jpg,5539658,hair salon,,,,,,,,,hair-salon,,,,,,,,44741-795792,,,,,,,,,44741-692204,,,,,,,
716865756,FALSE,finalized,3,5/7/15 12:09,none,1,,1,,,https://t.pimg.jp/005/544/985/1/5544985.jpg,5544985,create,,,,,,,,,creation,formation,generate,generated,generating,generation,,,34885-680430,,,,,,,,,34885-680431,34885-690931,34885-691397,34885-691398,34885-691399,34885-691400,,
716865757,FALSE,finalized,3,5/7/15 13:37,1387-933282,1,,1,,,https://t.pimg.jp/005/547/509/1/5547509.jpg,5547509,play equipment,,,,,,,,,plaything,,,,,,,,1387-933282,,,,,,,,,1387-698701,,,,,,,
716865758,FALSE,finalized,3,5/7/15 13:49,53179-708039,0.6452,,1,,,https://t.pimg.jp/005/551/651/1/5551651.jpg,5551651,corpulence,,,,,,,,,fatness,obesity,,,,,,,53179-742823,,,,,,,,,53179-690205,53179-708039,,,,,,
716865759,FALSE,finalized,3,5/7/15 10:40,44741-795792,1,,1,,,https://t.pimg.jp/005/552/977/1/5552977.jpg,5552977,hair salon,,,,,,,,,hair-salon,,,,,,,,44741-795792,,,,,,,,,44741-692204,,,,,,,
716865760,FALSE,finalized,3,5/7/15 9:38,27355-1587310,1,,1,,,https://t.pimg.jp/005/556/031/1/5556031.jpg,5556031,face down,,,,,,,,,prone position,,,,,,,,27355-792633,,,,,,,,,27355-1587310,,,,,,,
716865761,FALSE,finalized,3,5/7/15 9:05,27355-1587310,1,,1,,,https://t.pimg.jp/005/556/062/1/5556062.jpg,5556062,face down,,,,,,,,,prone position,,,,,,,,27355-792633,,,,,,,,,27355-1587310,,,,,,,
716865762,FALSE,finalized,3,5/7/15 9:57,32673-697695,0.3548,,1,,,https://t.pimg.jp/005/559/390/1/5559390.jpg,5559390,pad,,,,,,,,,pads,,,,,,,,32673-697684,,,,,,,,,32673-697695,,,,,,,
716865763,FALSE,finalized,3,5/7/15 13:53,32673-697695,0.6562,,1,,,https://t.pimg.jp/005/559/391/1/5559391.jpg,5559391,pad,,,,,,,,,pads,,,,,,,,32673-697684,,,,,,,,,32673-697695,,,,,,,
716865764,FALSE,finalized,3,5/7/15 9:19,none,0.6667,,1,,,https://t.pimg.jp/005/559/392/1/5559392.jpg,5559392,pad,,,,,,,,,pads,,,,,,,,32673-697684,,,,,,,,,32673-697695,,,,,,,
716865765,FALSE,finalized,3,5/7/15 8:59,19544-680754,0.6562,,1,,,https://t.pimg.jp/005/564/314/1/5564314.jpg,5564314,eats,,,,,,,,,food,foodstuff,nourishing,,,,,,19544-689226,,,,,,,,,19544-680754,19544-690822,19544-696944,,,,,
716865766,FALSE,finalized,3,5/7/15 9:40,23549-689307,1,,1,,,https://t.pimg.jp/005/573/076/1/5573076.jpg,5573076,aubergine,,,,,,,,,eggplant,,,,,,,,23549-683611,,,,,,,,,23549-689307,,,,,,,
716865767,FALSE,finalized,3,5/7/15 13:43,8699-690173,0.6875,,1,,,https://t.pimg.jp/005/582/329/1/5582329.jpg,5582329,fast food,,,,,,,,,fast-food,,,,,,,,8699-690173,,,,,,,,,8699-690177,,,,,,,
716865768,FALSE,finalized,3,5/7/15 9:03,8699-690173,0.6452,,1,,,https://t.pimg.jp/005/582/378/1/5582378.jpg,5582378,fast food,,,,,,,,,fast-food,,,,,,,,8699-690173,,,,,,,,,8699-690177,,,,,,,
716865769,FALSE,finalized,3,5/7/15 14:06,23549-683611,1,,1,,,https://t.pimg.jp/005/589/454/1/5589454.jpg,5589454,aubergine,,,,,,,,,eggplant,,,,,,,,23549-683611,,,,,,,,,23549-689307,,,,,,,
716865770,FALSE,finalized,3,5/7/15 13:17,none,1,,1,,,https://t.pimg.jp/005/611/719/1/5611719.jpg,5611719,snowflake,,,,,,,,,snowflakes,,,,,,,,19855-681890,,,,,,,,,19855-702258,,,,,,,
716865771,FALSE,finalized,3,5/7/15 13:39,24042-804417,0.6452,,1,,,https://t.pimg.jp/005/613/242/1/5613242.jpg,5613242,block,,,,,,,,,bricks,building block,building blocks,,,,,,24042-684673,,,,,,,,,24042-685144,24042-685322,24042-804417,,,,,
716865772,FALSE,finalized,3,5/7/15 12:03,23549-689307,0.6452,,1,,,https://t.pimg.jp/005/628/526/1/5628526.jpg,5628526,aubergine,,,,,,,,,eggplant,,,,,,,,23549-683611,,,,,,,,,23549-689307,,,,,,,
716865773,FALSE,finalized,3,5/7/15 11:40,2601-727019,0.6667,,1,,,https://t.pimg.jp/005/639/579/1/5639579.jpg,5639579,aquarelle,,,,,,,,,watercolor,water color,watercolor painting,watercolour painting,,,,,2601-727019,,,,,,,,,2601-706011,2601-820465,2601-721868,2601-1434534,,,,
716865774,FALSE,finalized,3,5/7/15 12:40,1020-1585215,0.6875,,1,,,https://t.pimg.jp/005/639/717/1/5639717.jpg,5639717,place of scenic beauty,,,,,,,,,scenic spot,the sights,,,,,,,1020-1585215,,,,,,,,,1020-864402,1020-1585216,,,,,,
716865775,FALSE,finalized,3,5/7/15 10:26,411-711001,0.7,,1,,,https://t.pimg.jp/005/641/269/1/5641269.jpg,5641269,middle east,,,,,,,,,middle-east,middle eastern,,,,,,,411-695899,,,,,,,,,411-773429,411-711001,,,,,,
716865776,FALSE,finalized,3,5/7/15 11:43,1650-765604,0.6786,,1,,,https://t.pimg.jp/005/649/259/1/5649259.jpg,5649259,fresh leaves,,,,,,,,,green leaves,,,,,,,,1650-1584464,,,,,,,,,1650-765604,,,,,,,
716865777,FALSE,finalized,3,5/7/15 13:09,1650-765604,0.6552,,1,,,https://t.pimg.jp/005/649/267/1/5649267.jpg,5649267,fresh leaves,,,,,,,,,green leaves,,,,,,,,1650-1584464,,,,,,,,,1650-765604,,,,,,,
716865778,FALSE,finalized,3,5/7/15 12:19,5501-1584204,0.6452,,1,,,https://t.pimg.jp/005/653/417/1/5653417.jpg,5653417,cool-looking,,,,,,,,,refreshing to look at,,,,,,,,5501-1584203,,,,,,,,,5501-1584204,,,,,,,
716865779,FALSE,finalized,3,5/7/15 11:26,7279-681110,0.6667,,1,,,https://t.pimg.jp/005/655/279/1/5655279.jpg,5655279,electric light,,,,,,,,,lamp,lamps,,,,,,,7279-689357,,,,,,,,,7279-681110,7279-681111,,,,,,
716865780,FALSE,finalized,3,5/7/15 11:18,49542-681838,0.6774,,1,,,https://t.pimg.jp/005/655/279/1/5655279.jpg,5655279,shorthair,,,,,,,,,short hair,short-hair,,,,,,,49542-717463,,,,,,,,,49542-681838,49542-758449,,,,,,
716865781,FALSE,finalized,3,5/7/15 11:41,6720-704956,1,,1,,,https://t.pimg.jp/005/655/342/1/5655342.jpg,5655342,confidence,,,,,,,,,faith,reliance,trust,,,,,,6720-680387,,,,,,,,,6720-690074,6720-713132,6720-704956,,,,,
716865782,FALSE,finalized,3,5/7/15 9:40,49542-681838,0.6667,,1,,,https://t.pimg.jp/005/655/342/1/5655342.jpg,5655342,shorthair,,,,,,,,,short hair,short-hair,,,,,,,49542-717463,,,,,,,,,49542-681838,49542-758449,,,,,,
716865783,FALSE,finalized,3,5/7/15 10:57,6720-704956,1,,1,,,https://t.pimg.jp/005/655/357/1/5655357.jpg,5655357,confidence,,,,,,,,,faith,reliance,trust,,,,,,6720-680387,,,,,,,,,6720-690074,6720-713132,6720-704956,,,,,
716865784,FALSE,finalized,3,5/7/15 10:38,49542-717463,0.6774,,1,,,https://t.pimg.jp/005/655/357/1/5655357.jpg,5655357,shorthair,,,,,,,,,short hair,short-hair,,,,,,,49542-717463,,,,,,,,,49542-681838,49542-758449,,,,,,
716865785,FALSE,finalized,3,5/7/15 10:17,6720-704956,1,,1,,,https://t.pimg.jp/005/655/391/1/5655391.jpg,5655391,confidence,,,,,,,,,faith,reliance,trust,,,,,,6720-680387,,,,,,,,,6720-690074,6720-713132,6720-704956,,,,,
716865786,FALSE,finalized,3,5/7/15 12:16,none,0.3438,,1,,,https://t.pimg.jp/005/655/425/1/5655425.jpg,5655425,electric light,,,,,,,,,lamp,lamps,,,,,,,7279-689357,,,,,,,,,7279-681110,7279-681111,,,,,,
716865787,FALSE,finalized,3,5/7/15 10:50,49542-681838,1,,1,,,https://t.pimg.jp/005/655/425/1/5655425.jpg,5655425,shorthair,,,,,,,,,short hair,short-hair,,,,,,,49542-717463,,,,,,,,,49542-681838,49542-758449,,,,,,
716865789,FALSE,finalized,3,5/7/15 12:00,49542-681838,0.648,,1,,,https://t.pimg.jp/005/655/442/1/5655442.jpg,5655442,shorthair,,,,,,,,,short hair,short-hair,,,,,,,49542-717463,,,,,,,,,49542-681838,49542-758449,,,,,,
716865790,FALSE,finalized,3,5/7/15 9:08,411-711001,0.6667,,1,,,https://t.pimg.jp/005/659/190/1/5659190.jpg,5659190,middle east,,,,,,,,,middle-east,middle eastern,,,,,,,411-695899,,,,,,,,,411-773429,411-711001,,,,,,
716865791,FALSE,finalized,3,5/7/15 13:09,19544-690822,1,,1,,,https://t.pimg.jp/005/660/801/1/5660801.jpg,5660801,eats,,,,,,,,,food,foodstuff,nourishing,,,,,,19544-689226,,,,,,,,,19544-680754,19544-690822,19544-696944,,,,,
716865792,FALSE,finalized,3,5/7/15 14:00,19544-696944,1,,1,,,https://t.pimg.jp/005/661/798/1/5661798.jpg,5661798,eats,,,,,,,,,food,foodstuff,nourishing,,,,,,19544-689226,,,,,,,,,19544-680754,19544-690822,19544-696944,,,,,
716865793,FALSE,finalized,3,5/7/15 11:14,7289-752513,0.6667,,1,,,https://t.pimg.jp/005/662/007/1/5662007.jpg,5662007,bell-pepper,,,,,,,,,paprica,paprika,paprikas,,,,,,7289-764678,,,,,,,,,7289-726231,7289-697827,7289-752513,,,,,
716865794,FALSE,finalized,3,5/7/15 10:44,12344-686781,1,,1,,,https://t.pimg.jp/005/663/157/1/5663157.jpg,5663157,coffeecup,,,,,,,,,coffee cup,,,,,,,,12344-686791,,,,,,,,,12344-686781,,,,,,,
716865795,FALSE,finalized,3,5/7/15 12:09,16296-681159,1,,1,,,https://t.pimg.jp/005/663/157/1/5663157.jpg,5663157,childish,,,,,,,,,little,very young,,,,,,,16296-679114,,,,,,,,,16296-681159,16296-2059942,,,,,,
716865796,FALSE,finalized,3,5/7/15 10:46,8699-690173,0.6774,,1,,,https://t.pimg.jp/005/663/805/1/5663805.jpg,5663805,fast food,,,,,,,,,fast-food,,,,,,,,8699-690173,,,,,,,,,8699-690177,,,,,,,
716865797,FALSE,finalized,3,5/7/15 13:40,6720-680387,0.6207,,1,,,https://t.pimg.jp/005/664/151/1/5664151.jpg,5664151,confidence,,,,,,,,,faith,reliance,trust,,,,,,6720-680387,,,,,,,,,6720-690074,6720-713132,6720-704956,,,,,
716865798,FALSE,finalized,3,5/7/15 9:34,49542-681838,0.3571,,1,,,https://t.pimg.jp/005/664/221/1/5664221.jpg,5664221,shorthair,,,,,,,,,short hair,short-hair,,,,,,,49542-717463,,,,,,,,,49542-681838,49542-758449,,,,,,
716865799,FALSE,finalized,3,5/7/15 9:18,none,0.6333,,1,,,https://t.pimg.jp/005/664/287/1/5664287.jpg,5664287,shorthair,,,,,,,,,short hair,short-hair,,,,,,,49542-717463,,,,,,,,,49542-681838,49542-758449,,,,,,
716865800,FALSE,finalized,3,5/7/15 14:16,16296-2059942,1,,1,,,https://t.pimg.jp/005/670/540/1/5670540.jpg,5670540,childish,,,,,,,,,little,very young,,,,,,,16296-679114,,,,,,,,,16296-681159,16296-2059942,,,,,,
716865801,FALSE,finalized,3,5/7/15 9:06,24042-804417,0.6774,,1,,,https://t.pimg.jp/005/674/551/1/5674551.jpg,5674551,block,,,,,,,,,bricks,building block,building blocks,,,,,,24042-684673,,,,,,,,,24042-685144,24042-685322,24042-804417,,,,,
716865802,FALSE,finalized,3,5/7/15 13:08,No data available,5.3226,,1,,,https://t.pimg.jp/005/678/260/1/5678260.jpg,5678260,aubergine,,,,,,,,,eggplant,,,,,,,,23549-683611,,,,,,,,,23549-689307,,,,,,,
716865803,FALSE,finalized,3,5/7/15 9:21,411-711001,0.3548,,1,,,https://t.pimg.jp/005/682/275/1/5682275.jpg,5682275,middle east,,,,,,,,,middle-east,middle eastern,,,,,,,411-695899,,,,,,,,,411-773429,411-711001,,,,,,
716865804,FALSE,finalized,3,5/7/15 9:25,411-711001,1,,1,,,https://t.pimg.jp/005/683/228/1/5683228.jpg,5683228,middle east,,,,,,,,,middle-east,middle eastern,,,,,,,411-695899,,,,,,,,,411-773429,411-711001,,,,,,
716865805,FALSE,finalized,3,5/7/15 10:44,9634-686364,1,,1,,,https://t.pimg.jp/005/684/459/1/5684459.jpg,5684459,chip,,,,,,,,,gratuity,tip,,,,,,,9634-686364,,,,,,,,,9634-691907,9634-704435,,,,,,
716865806,FALSE,finalized,3,5/7/15 11:33,1020-864402,1,,1,,,https://t.pimg.jp/005/686/131/1/5686131.jpg,5686131,place of scenic beauty,,,,,,,,,scenic spot,the sights,,,,,,,1020-1585215,,,,,,,,,1020-864402,1020-1585216,,,,,,
716865807,FALSE,finalized,3,5/7/15 9:54,3889-680699,0.3615,,1,,,https://t.pimg.jp/005/686/840/1/5686840.jpg,5686840,dismay,,,,,,,,,dread,fear,scare,terror,,,,,3889-688633,,,,,,,,,3889-688941,3889-680699,3889-700968,3889-704123,,,,
716865808,FALSE,finalized,3,5/7/15 9:09,3889-700968,1,,1,,,https://t.pimg.jp/005/686/845/1/5686845.jpg,5686845,dismay,,,,,,,,,dread,fear,scare,terror,,,,,3889-688633,,,,,,,,,3889-688941,3889-680699,3889-700968,3889-704123,,,,
716865809,FALSE,finalized,3,5/7/15 12:02,1431-700389,0.6667,,1,,,https://t.pimg.jp/005/689/588/1/5689588.jpg,5689588,ascending,,,,,,,,,climbing,promotion,rise,rising,,,,,1431-683438,,,,,,,,,1431-686619,1431-681614,1431-700385,1431-700389,,,,
716865810,FALSE,finalized,3,5/7/15 9:23,24042-804417,1,,1,,,https://t.pimg.jp/005/691/799/1/5691799.jpg,5691799,block,,,,,,,,,bricks,building block,building blocks,,,,,,24042-684673,,,,,,,,,24042-685144,24042-685322,24042-804417,,,,,
716865811,FALSE,finalized,3,5/7/15 9:14,none,0.3667,,1,,,https://t.pimg.jp/005/693/887/1/5693887.jpg,5693887,coffeecup,,,,,,,,,coffee cup,,,,,,,,12344-686791,,,,,,,,,12344-686781,,,,,,,
716865812,FALSE,finalized,3,5/7/15 9:18,49542-681838,1,,1,,,https://t.pimg.jp/005/693/887/1/5693887.jpg,5693887,shorthair,,,,,,,,,short hair,short-hair,,,,,,,49542-717463,,,,,,,,,49542-681838,49542-758449,,,,,,
716865813,FALSE,finalized,3,5/7/15 13:17,none,0.6667,,1,,,https://t.pimg.jp/005/693/922/1/5693922.jpg,5693922,childish,,,,,,,,,little,very young,,,,,,,16296-679114,,,,,,,,,16296-681159,16296-2059942,,,,,,
716865814,FALSE,finalized,3,5/7/15 12:52,49542-681838,0.6667,,1,,,https://t.pimg.jp/005/693/922/1/5693922.jpg,5693922,shorthair,,,,,,,,,short hair,short-hair,,,,,,,49542-717463,,,,,,,,,49542-681838,49542-758449,,,,,,
716865815,FALSE,finalized,3,5/7/15 13:27,16296-679114,0.6875,,1,,,https://t.pimg.jp/005/693/928/1/5693928.jpg,5693928,childish,,,,,,,,,little,very young,,,,,,,16296-679114,,,,,,,,,16296-681159,16296-2059942,,,,,,
716865816,FALSE,finalized,3,5/7/15 10:03,49542-681838,0.6552,,1,,,https://t.pimg.jp/005/693/928/1/5693928.jpg,5693928,shorthair,,,,,,,,,short hair,short-hair,,,,,,,49542-717463,,,,,,,,,49542-681838,49542-758449,,,,,,
716865817,FALSE,finalized,3,5/7/15 9:52,12344-686791,0.7,,1,,,https://t.pimg.jp/005/693/938/1/5693938.jpg,5693938,coffeecup,,,,,,,,,coffee cup,,,,,,,,12344-686791,,,,,,,,,12344-686781,,,,,,,
716865818,FALSE,finalized,3,5/7/15 10:40,6720-690074,1,,1,,,https://t.pimg.jp/005/694/083/1/5694083.jpg,5694083,confidence,,,,,,,,,faith,reliance,trust,,,,,,6720-680387,,,,,,,,,6720-690074,6720-713132,6720-704956,,,,,
716865819,FALSE,finalized,3,5/7/15 9:39,16296-2059942,1,,1,,,https://t.pimg.jp/005/694/083/1/5694083.jpg,5694083,childish,,,,,,,,,little,very young,,,,,,,16296-679114,,,,,,,,,16296-681159,16296-2059942,,,,,,
